index,lastName,givenName,year,location,citation,acmFellowProfile,dblpProfile,googleScholarProfile,affiliation,acmInterests,authorID,citation_histogram,citations,coauthors,hindex,i10index,imageLink,interests
590,Stein,Clifford,2012,USA,For contributions to the theory of combinatorial optimization and to the design and analysis of graph algorithms.,https://awards.acm.org/award-recipients/stein_3733722,https://dblp.org/pid/s/CliffordStein,https://scholar.google.com/citations?user=r49_E2cAAAAJ,"Professor of IEOR and CS, Columbia University",Algorithms Optimization Operations Research Scheduling,r49_E2cAAAAJ,"[('1993', '384'), ('1994', '520'), ('1995', '683'), ('1996', '809'), ('1997', '892'), ('1998', '1104'), ('1999', '1212'), ('2000', '1269'), ('2001', '1397'), ('2002', '1653'), ('2003', '2052'), ('2004', '2403'), ('2005', '2626'), ('2006', '2980'), ('2007', '3361'), ('2008', '3525'), ('2009', '3681'), ('2010', '3695'), ('2011', '3686'), ('2012', '3639'), ('2013', '3819'), ('2014', '3821'), ('2015', '3562'), ('2016', '3534'), ('2017', '3404'), ('2018', '3390'), ('2019', '3244'), ('2020', '3231'), ('2021', '2976'), ('2022', '2924'), ('2023', '2014')]",78994.0,,53.0,134.0,/citations/images/avatar_scholar_128.png,"['Algorithms', 'Optimization', 'Operations Research', 'Scheduling']"
592,Elmagarmid,Ahmed,2012,USA,For contributions to database management systems.,https://awards.acm.org/award-recipients/elmagarmid_1872514,https://dblp.org/pid/134/2356,https://scholar.google.com/citations?user=Cb9BDJkAAAAJ,"Executive Director, Qatar Computing Research Institute",Database Systems,Cb9BDJkAAAAJ,"[('1990', '98'), ('1991', '190'), ('1992', '197'), ('1993', '327'), ('1994', '229'), ('1995', '244'), ('1996', '316'), ('1997', '354'), ('1998', '292'), ('1999', '311'), ('2000', '346'), ('2001', '359'), ('2002', '455'), ('2003', '559'), ('2004', '718'), ('2005', '934'), ('2006', '902'), ('2007', '1024'), ('2008', '878'), ('2009', '1000'), ('2010', '1044'), ('2011', '1036'), ('2012', '1088'), ('2013', '1133'), ('2014', '1067'), ('2015', '950'), ('2016', '987'), ('2017', '895'), ('2018', '1111'), ('2019', '1368'), ('2020', '1991'), ('2021', '3087'), ('2022', '4197'), ('2023', '3846')]",34038.0,,74.0,199.0,/citations/images/avatar_scholar_128.png,['Database Systems']
593,Boutilier,Craig,2012,Canada,For contributions to knowledge representation and computational decision making.,https://awards.acm.org/award-recipients/boutilier_6612295,https://dblp.org/pid/10/3411,https://scholar.google.com/citations?user=cXkm3rsAAAAJ,"Principal Scientist, Google",Artificial Intelligence Decision Theory Recommender Systems Computational Economics Reinforcement Learning,cXkm3rsAAAAJ,"[('1994', '126'), ('1995', '104'), ('1996', '197'), ('1997', '214'), ('1998', '245'), ('1999', '278'), ('2000', '372'), ('2001', '463'), ('2002', '528'), ('2003', '701'), ('2004', '810'), ('2005', '958'), ('2006', '1002'), ('2007', '1195'), ('2008', '1170'), ('2009', '1029'), ('2010', '1120'), ('2011', '1223'), ('2012', '1190'), ('2013', '1221'), ('2014', '1084'), ('2015', '1186'), ('2016', '1119'), ('2017', '1024'), ('2018', '994'), ('2019', '1077'), ('2020', '1269'), ('2021', '1263'), ('2022', '1261'), ('2023', '1130')]",26012.0,,75.0,213.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=cXkm3rsAAAAJ&citpid=2,"['Artificial Intelligence', 'Decision Theory', 'Recommender Systems', 'Computational Economics', 'Reinforcement Learning']"
594,Gupta,Manish,2012,USA,For contributions to high performance computing software and compiler optimizations.,https://awards.acm.org/award-recipients/gupta_9121534,https://dblp.org/pid/g/ManishGupta2,https://scholar.google.com/citations?user=vPUzENEAAAAJ,,Machine Learning Artificial Intelligence,vPUzENEAAAAJ,"[('1993', '109'), ('1994', '137'), ('1995', '162'), ('1996', '225'), ('1997', '243'), ('1998', '214'), ('1999', '255'), ('2000', '346'), ('2001', '396'), ('2002', '435'), ('2003', '520'), ('2004', '567'), ('2005', '767'), ('2006', '804'), ('2007', '851'), ('2008', '812'), ('2009', '821'), ('2010', '919'), ('2011', '1038'), ('2012', '1314'), ('2013', '1455'), ('2014', '1565'), ('2015', '1898'), ('2016', '1973'), ('2017', '1961'), ('2018', '2266'), ('2019', '2583'), ('2020', '3418'), ('2021', '3755'), ('2022', '4296'), ('2023', '3750')]",40556.0,,86.0,719.0,/citations/images/avatar_scholar_128.png,"['Machine Learning', 'Artificial Intelligence']"
595,Gibson,Garth A,2012,Canada,For contributions to the performance and reliability of storage systems.,https://awards.acm.org/award-recipients/gibson_2521995,https://dblp.org/pid/g/GarthAGibson,https://scholar.google.com/citations?user=WYctQAQAAAAJ,"President & CEO, Vector Institute; Consulting Professor of Computer Science, Carnegie …",Systems and Machine Learning,WYctQAQAAAAJ,"[('1989', '108'), ('1990', '130'), ('1991', '129'), ('1992', '168'), ('1993', '358'), ('1994', '403'), ('1995', '374'), ('1996', '504'), ('1997', '545'), ('1998', '559'), ('1999', '564'), ('2000', '644'), ('2001', '517'), ('2002', '742'), ('2003', '736'), ('2004', '651'), ('2005', '731'), ('2006', '677'), ('2007', '879'), ('2008', '950'), ('2009', '1063'), ('2010', '1167'), ('2011', '1381'), ('2012', '1279'), ('2013', '1335'), ('2014', '1291'), ('2015', '1386'), ('2016', '1381'), ('2017', '1305'), ('2018', '1266'), ('2019', '1279'), ('2020', '1198'), ('2021', '1053'), ('2022', '886'), ('2023', '633')]",29097.0,,77.0,160.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=WYctQAQAAAAJ&citpid=2,['Systems and Machine Learning']
596,Kiczales,Gregor,2012,USA,For contributions to aspect-oriented programming language design and implementation.,https://awards.acm.org/award-recipients/kiczales_3170917,https://dblp.org/pid/k/GregorKiczales,https://scholar.google.com/citations?user=Odh4GSYAAAAJ,"Professor of Computer Science, University of British Columbia",Programming Languages Modularity Software Engineering,Odh4GSYAAAAJ,"[('1989', '75'), ('1990', '91'), ('1991', '114'), ('1992', '114'), ('1993', '160'), ('1994', '197'), ('1995', '242'), ('1996', '281'), ('1997', '315'), ('1998', '440'), ('1999', '486'), ('2000', '645'), ('2001', '747'), ('2002', '1170'), ('2003', '1377'), ('2004', '1874'), ('2005', '2101'), ('2006', '2029'), ('2007', '1955'), ('2008', '1889'), ('2009', '1646'), ('2010', '1436'), ('2011', '1326'), ('2012', '1110'), ('2013', '1002'), ('2014', '828'), ('2015', '759'), ('2016', '639'), ('2017', '535'), ('2018', '471'), ('2019', '331'), ('2020', '218'), ('2021', '193'), ('2022', '180'), ('2023', '130')]",27717.0,,42.0,79.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Odh4GSYAAAAJ&citpid=2,"['Programming Languages', 'Modularity', 'Software Engineering']"
597,Alonso,Gustavo,2012,Spain,"For contributions to distributed systems, middleware, and data management.",https://awards.acm.org/award-recipients/alonso_1463314,https://dblp.org/pid/235/8542,https://scholar.google.com/citations?user=fkNjVcIAAAAJ,"Professor of Computer Science, ETH Zürich, Switzerland",Data Management Distributed Systems Databases FPGAs,fkNjVcIAAAAJ,"[('1996', '125'), ('1997', '206'), ('1998', '235'), ('1999', '417'), ('2000', '414'), ('2001', '374'), ('2002', '483'), ('2003', '617'), ('2004', '775'), ('2005', '1130'), ('2006', '1299'), ('2007', '1422'), ('2008', '1483'), ('2009', '1460'), ('2010', '1453'), ('2011', '1402'), ('2012', '1425'), ('2013', '1277'), ('2014', '1271'), ('2015', '1208'), ('2016', '1118'), ('2017', '1066'), ('2018', '994'), ('2019', '1114'), ('2020', '1150'), ('2021', '1143'), ('2022', '1105'), ('2023', '876')]",27615.0,,84.0,266.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=fkNjVcIAAAAJ&citpid=2,"['Data Management', 'Distributed Systems', 'Databases', 'FPGAs']"
598,Boehm,Hans,2012,Germany,For contributions to multithreaded programming and to algorithms and libraries for automatic memory management.,https://awards.acm.org/award-recipients/boehm_1686237,https://dblp.org/pid/85/975,https://scholar.google.com/citations?user=gqkpV2kAAAAJ,Google,Programming Languages,gqkpV2kAAAAJ,"[('1986', '18'), ('1987', '14'), ('1988', '31'), ('1989', '31'), ('1990', '48'), ('1991', '41'), ('1992', '96'), ('1993', '79'), ('1994', '87'), ('1995', '69'), ('1996', '68'), ('1997', '103'), ('1998', '120'), ('1999', '65'), ('2000', '130'), ('2001', '87'), ('2002', '126'), ('2003', '109'), ('2004', '142'), ('2005', '130'), ('2006', '185'), ('2007', '206'), ('2008', '150'), ('2009', '195'), ('2010', '230'), ('2011', '291'), ('2012', '276'), ('2013', '267'), ('2014', '241'), ('2015', '287'), ('2016', '328'), ('2017', '392'), ('2018', '354'), ('2019', '304'), ('2020', '283'), ('2021', '265'), ('2022', '204'), ('2023', '132')]",6301.0,,37.0,64.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=gqkpV2kAAAAJ&citpid=1,['Programming Languages']
599,Stoica,Ion,2012,USA,"For contributions to networking, distributed systems, and cloud computing.",https://awards.acm.org/award-recipients/stoica_CR56854,https://dblp.org/pid/s/IonStoica,https://scholar.google.com/citations?user=vN-is70AAAAJ,"Professor of Computer Science, UC Berkeley",Cloud Computing Networking Distributed Systems Big Data,vN-is70AAAAJ,"[('2001', '558'), ('2002', '1068'), ('2003', '1990'), ('2004', '2972'), ('2005', '3830'), ('2006', '4063'), ('2007', '4360'), ('2008', '4422'), ('2009', '4800'), ('2010', '5190'), ('2011', '5710'), ('2012', '6450'), ('2013', '7386'), ('2014', '8265'), ('2015', '9490'), ('2016', '10185'), ('2017', '9557'), ('2018', '9643'), ('2019', '9167'), ('2020', '8651'), ('2021', '8713'), ('2022', '8299'), ('2023', '6465')]",144902.0,,151.0,394.0,/citations/images/avatar_scholar_128.png,"['Cloud Computing', 'Networking', 'Distributed Systems', 'Big Data']"
602,O'Rourke,Joseph,2012,USA,For contributions to computational geometry and for broadening participation in computing.,https://awards.acm.org/award-recipients/orourke_1530385,https://dblp.org/pid/o/JosephORourke,https://scholar.google.com/citations?user=AdrTURsAAAAJ,"Professor of Computer Science, Smith College",geometry discrete geometry computational geometry metric geometry,AdrTURsAAAAJ,"[('1984', '46'), ('1985', '81'), ('1986', '95'), ('1987', '114'), ('1988', '169'), ('1989', '174'), ('1990', '175'), ('1991', '221'), ('1992', '204'), ('1993', '158'), ('1994', '175'), ('1995', '206'), ('1996', '181'), ('1997', '297'), ('1998', '357'), ('1999', '364'), ('2000', '504'), ('2001', '446'), ('2002', '432'), ('2003', '550'), ('2004', '605'), ('2005', '630'), ('2006', '661'), ('2007', '715'), ('2008', '710'), ('2009', '741'), ('2010', '704'), ('2011', '723'), ('2012', '580'), ('2013', '682'), ('2014', '615'), ('2015', '621'), ('2016', '632'), ('2017', '649'), ('2018', '533'), ('2019', '598'), ('2020', '575'), ('2021', '563'), ('2022', '565'), ('2023', '434')]",18051.0,,49.0,131.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=AdrTURsAAAAJ&citpid=4,"['geometry', 'discrete geometry', 'computational geometry', 'metric geometry']"
603,Sifakis,Joseph,2012,France,For contributions to hardware and software verification technology.,https://awards.acm.org/award-recipients/sifakis_1701095,https://dblp.org/pid/s/JosephSifakis,https://scholar.google.com/citations?user=8jCwk4EAAAAJ,"Reseracher at Verimag laboratory, Grenoble",software engineering formal methods web services middleware networks,8jCwk4EAAAAJ,"[('1987', '82'), ('1988', '59'), ('1989', '77'), ('1990', '107'), ('1991', '123'), ('1992', '193'), ('1993', '260'), ('1994', '305'), ('1995', '379'), ('1996', '448'), ('1997', '492'), ('1998', '496'), ('1999', '557'), ('2000', '531'), ('2001', '562'), ('2002', '575'), ('2003', '633'), ('2004', '629'), ('2005', '771'), ('2006', '738'), ('2007', '932'), ('2008', '939'), ('2009', '921'), ('2010', '965'), ('2011', '1048'), ('2012', '980'), ('2013', '1102'), ('2014', '950'), ('2015', '976'), ('2016', '850'), ('2017', '727'), ('2018', '737'), ('2019', '622'), ('2020', '547'), ('2021', '543'), ('2022', '538'), ('2023', '389')]",22343.0,,67.0,146.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8jCwk4EAAAAJ&citpid=2,"['software engineering', 'formal methods', 'web services', 'middleware', 'networks']"
604,Sakallah,Karem,2012,USA,For algorithms for Boolean Satisfiability that advanced the state-of-the-art of hardware verification.,https://awards.acm.org/award-recipients/sakallah_3682317,https://dblp.org/pid/34/5374,https://scholar.google.com/citations?user=M441iZ8AAAAJ,University of Michigan,Formal Verification Automated Reasoning,M441iZ8AAAAJ,"[('1991', '35'), ('1992', '41'), ('1993', '75'), ('1994', '59'), ('1995', '82'), ('1996', '86'), ('1997', '118'), ('1998', '108'), ('1999', '135'), ('2000', '172'), ('2001', '276'), ('2002', '346'), ('2003', '383'), ('2004', '464'), ('2005', '512'), ('2006', '617'), ('2007', '604'), ('2008', '581'), ('2009', '706'), ('2010', '579'), ('2011', '501'), ('2012', '486'), ('2013', '575'), ('2014', '498'), ('2015', '491'), ('2016', '478'), ('2017', '402'), ('2018', '440'), ('2019', '419'), ('2020', '450'), ('2021', '457'), ('2022', '400'), ('2023', '298')]",12118.0,,52.0,133.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=M441iZ8AAAAJ&citpid=2,"['Formal Verification', 'Automated Reasoning']"
605,Yelick,Katherine,2012,USA,For contributions to parallel languages that improve programmer productivity.,https://awards.acm.org/award-recipients/yelick_3873601,https://dblp.org/pid/y/KAYelick,https://scholar.google.com/citations?user=93yNuV0AAAAJ,"Associate Laboratory Director of Computing Sciences, LBNL and EECS Professor, UC …",Parallel Computing Programming Languages Compilers High Performance Computing,93yNuV0AAAAJ,"[('1994', '100'), ('1995', '163'), ('1996', '193'), ('1997', '231'), ('1998', '290'), ('1999', '304'), ('2000', '232'), ('2001', '216'), ('2002', '258'), ('2003', '298'), ('2004', '372'), ('2005', '409'), ('2006', '494'), ('2007', '769'), ('2008', '910'), ('2009', '1168'), ('2010', '1471'), ('2011', '1533'), ('2012', '1655'), ('2013', '1507'), ('2014', '1704'), ('2015', '1576'), ('2016', '1554'), ('2017', '1273'), ('2018', '1287'), ('2019', '1070'), ('2020', '937'), ('2021', '936'), ('2022', '995'), ('2023', '615')]",25190.0,,66.0,186.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=93yNuV0AAAAJ&citpid=2,"['Parallel Computing', 'Programming Languages', 'Compilers', 'High Performance Computing']"
606,Ross,Keith,2012,USA,For contributions to the design and modeling of computer networks and Internet applications.,https://awards.acm.org/award-recipients/ross_5425728,https://dblp.org/pid/151/6229,https://scholar.google.com/citations?user=RhUcYmQAAAAJ,"Leonard J. Shustek Professor of Computer Science, Dept. of Computer Science and …",Deep Reinforcement Learning Privacy Networking Markov Decision Processes,RhUcYmQAAAAJ,"[('1993', '92'), ('1994', '137'), ('1995', '139'), ('1996', '163'), ('1997', '220'), ('1998', '306'), ('1999', '273'), ('2000', '348'), ('2001', '396'), ('2002', '524'), ('2003', '620'), ('2004', '812'), ('2005', '926'), ('2006', '1036'), ('2007', '1271'), ('2008', '1531'), ('2009', '1718'), ('2010', '1859'), ('2011', '1941'), ('2012', '1881'), ('2013', '1617'), ('2014', '1541'), ('2015', '1387'), ('2016', '1321'), ('2017', '1213'), ('2018', '1102'), ('2019', '1027'), ('2020', '919'), ('2021', '844'), ('2022', '878'), ('2023', '778')]",29829.0,,78.0,216.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RhUcYmQAAAAJ&citpid=2,"['Deep Reinforcement Learning', 'Privacy', 'Networking', 'Markov Decision Processes']"
607,Pingali,Keshav K,2012,USA,For contributions to data-centric parallel programming and to parallel compilation theory and practice.,https://awards.acm.org/award-recipients/pingali_3088747,https://dblp.org/pid/71/5735,https://scholar.google.com/citations?user=02UU6wgAAAAJ,"Professor of Computer Science, The University of Texas at Austin",Programming languages parallel computing big-data computing,02UU6wgAAAAJ,"[('1988', '35'), ('1989', '49'), ('1990', '93'), ('1991', '137'), ('1992', '143'), ('1993', '145'), ('1994', '210'), ('1995', '221'), ('1996', '148'), ('1997', '175'), ('1998', '147'), ('1999', '167'), ('2000', '178'), ('2001', '174'), ('2002', '156'), ('2003', '222'), ('2004', '260'), ('2005', '300'), ('2006', '301'), ('2007', '368'), ('2008', '321'), ('2009', '348'), ('2010', '457'), ('2011', '501'), ('2012', '504'), ('2013', '570'), ('2014', '600'), ('2015', '780'), ('2016', '707'), ('2017', '807'), ('2018', '683'), ('2019', '738'), ('2020', '786'), ('2021', '822'), ('2022', '680'), ('2023', '449')]",13732.0,,64.0,160.0,/citations/images/avatar_scholar_128.png,"['Programming languages', 'parallel computing', 'big-data computing']"
608,Nahrstedt,Klara,2012,USA,For contributions to quality-of-service management for distributed multimedia systems.,https://awards.acm.org/award-recipients/nahrstedt_4613253,https://dblp.org/pid/45/3224,https://scholar.google.com/citations?user=TW0t25AAAAAJ,"Computer Science, University of Illinois, Urbana-Champaign",Quality of Service multimedia systems distributed systems networks teleimmersion,TW0t25AAAAAJ,"[('1996', '130'), ('1997', '247'), ('1998', '255'), ('1999', '430'), ('2000', '572'), ('2001', '670'), ('2002', '865'), ('2003', '1257'), ('2004', '1621'), ('2005', '2044'), ('2006', '1973'), ('2007', '2056'), ('2008', '2026'), ('2009', '1865'), ('2010', '1964'), ('2011', '1725'), ('2012', '1672'), ('2013', '1697'), ('2014', '1514'), ('2015', '1405'), ('2016', '1494'), ('2017', '1258'), ('2018', '1257'), ('2019', '1105'), ('2020', '999'), ('2021', '929'), ('2022', '895'), ('2023', '624')]",35344.0,,92.0,388.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=TW0t25AAAAAJ&citpid=2,"['Quality of Service', 'multimedia systems', 'distributed systems', 'networks', 'teleimmersion']"
